City,Airport Code,Trip Distance(km), Total Distance(km)
Gaspe,YGP,1065.282992,13666611.078164
Iles De La Madeleine,YGR,250.513014,13666861.591178
Bonaventure,YVB,284.505175,13667146.096353
Hay River,YHY,3442.186113,13670588.282467
Yichun,YIC,9171.808620,13679760.091087
Yichang,YIH,423.126970,13680183.218057
Yining,YIN,3020.723152,13683203.941209
Stephenville,YJT,9011.138975,13692215.080184
Kamloops,YKA,4332.822785,13696547.902969
Schefferville,YKL,3548.955727,13700096.858696
Yakima,YKM,3794.623540,13703891.482236
Lloydminster,YLL,1057.890081,13704949.372316
Chibougamau,YMT,2463.110108,13707412.482424
Nemiscau,YNS,241.526374,13707654.008798
Youngstown,YNG,1210.252120,13708864.260918
Sokcho / Gangneung,YNY,10705.458396,13719569.719315
Yancheng,YNZ,929.520113,13720499.239428
Ogoki Post,YOG,10223.298185,13730722.537613
High Level,YOJ,2108.713350,13732831.250963
Rainbow Lake,YOP,130.904650,13732962.155613
Yola,YOL,11335.377924,13744297.533537
Paulatuk,YPC,11233.136284,13755530.669821
Peawanuck,YPO,2349.967752,13757880.637573
Prince Pupert,YPR,2846.716688,13760727.354260
Powell River,YPW,640.035576,13761367.389836
Windsor,YQG,3268.598253,13764635.988090
Lethbridge,YQL,2428.700453,13767064.688543
Moncton,YQM,3548.710597,13770613.399140
Regina,YQR,2961.273510,13773574.672650
Grande Prairie,YQU,1089.058272,13774663.730922
Quesnel,YQZ,336.384421,13775000.115343
Williams Lake,YWL,98.673495,13775098.788838
Gamètì,YRA,1354.859757,13776453.648595
Lutselk'e,YSG,381.245838,13776834.894433
St. John,YSJ,3396.144696,13780231.039129
Cape Dorset,YTE,2204.042292,13782435.081421
Timmins,YTS,1765.492131,13784200.573553
Kapuskasing,YYU,123.064677,13784323.638229
Yangzhou,YTY,10639.379023,13794963.017252
Tuktoyaktuk,YUB,7273.677026,13802236.694278
Yuma,YUM,4248.022000,13806484.716277
Yushu,YUS,12010.512085,13818495.228362
Broughton Island,YVM,8742.759205,13827237.987567
Pangnirtung,YXP,172.243501,13827410.231069
Saskatoon,YXE,2729.772407,13830140.003476
Medicine Hat,YXH,368.836577,13830508.840053
Abbotsford,YXX,846.536789,13831355.376843
Whitehorse,YXY,1526.799388,13832882.176230
Penticton,YYF,1583.142075,13834465.318306
Sandspit,YZP,945.262863,13835410.581168
Sarnia,YZR,3762.629210,13839173.210378
Port Hardy,YZT,3474.205676,13842647.416055
Bella Bella,ZEL,169.296999,13842816.713054
Mackenzie British Columbia,YZY,480.211938,13843296.924992
Trail,YZZ,787.700365,13844084.625358
Valdivia,ZAL,10788.270835,13854872.896193
Zhaotong,ZAT,18613.995968,13873486.892161
Zacatecas,ZCL,13749.789512,13887236.681673
Dalma Island,ZDY,14095.152863,13901331.834537
Manzanillo,ZLO,14554.552093,13915886.386630
Masset,ZMT,4533.501291,13920419.887921
Newman,ZNE,13261.669800,13933681.557721
Osorno,ZOS,12772.055200,13946453.612921
Queenstown International,ZQN,8679.966601,13955133.579522
Sandy Lake,ZSJ,14299.887585,13969433.467107
Sylhet Osmani,ZYL,11324.169773,13980757.636880
San Luis Obispo,SBP,12497.468781,13993255.105661
